is_duplicate,spanish_sentence1,spanish_sentence2
0,no quier un robot estup necesit una respuest,no habl ingles
1,com obten el numer de orden,com encontr mi numer de orden
0,por que no recib una recompens del bosqu de la suert,por que recib men reembols
1,dond esta el cupon,dond esta mi cupon
0,com obten punt de recompens,com obten product con descuent
0,no se encontr orden,no se pued encontr la pagin
1,no pued ver mi orden,no vi mi ped dond esta
0,com vincul mi tarjet,ese es el enlac de mi ped
0,com respond a una disput escal,la disput se intensific per recib los bien com cerr
0,no teng un problem de pag real,oh teng un problem
0,no teng mis dos orden el seguimient dic que la entreg fall quier un reembols,hic dos ped del mism articul
0,si sig intent pag per no funcion,si necesit tu ayud
0,y usted envi un corre electron al vendedor con mi corre electron en copi,com envi corre electron
0,quier envi la orden en chin,quier que mi ped se envi a una direccion diferent
1,estoy trat de descubr por que se cancel el ped,por que mi ped fue cancel por corre electron
1,problem con el vendedor mal,teng un problem con el orden el vendedor es un mentir y un trampos
0,com obten el numer de orden,com obten el numer de seguimient
0,mi nombr es bill,quier cambi mi nombr
0,no teng tarjet de vis ni de debit,funcion la tarjet de debit vis
0,cual es el rendimient nacional,que es el amor
0,hay algun carg extra por el reembols,com elimin mi ped adicional
0,garant especif del pais,com me comun con una tiend especif
0,y no he recib ningun corre en las ultim 24 hor,quier tu corre
0,que numer es el comienz de mi compr que hic en la fech del 21 05 2017,hic una compr con usted per mi orden fue cancel por falt de pag
0,com retroaliment,com pued cambi un comentari
0,que deb hac cuand el vendedor sig estand,que hag si el vendedor quier sub el preci
1,mi nivel de membres no se agreg,por que mis punt recompens ​​no se agreg
0,esto no esta lleg a ningun lad,en dond esta eso
1,com cambi los detall de la tarjet,com cambi mi numer de tarjet de credit
0,numer ser recib,abri la disput porqu no recib mi numer de ped
0,com cambi mi numer,com cambi el idiom en mi cuent
0,yo se esto,no lo se
0,cual es mi contraseñ no pued entend lo que me envi,olvid la contraseñ de mi tarjet agreg que deb hac
0,no obteng mi ped,si cancel mi ped obtendr un reembols
1,usted es una comput,es esto una comput o una person real
0,teng un nuev corre electron,pued darm tu email
1,com configur la direccion de envi,com agreg otra direccion de envi
0,com pued envi un corre electron,com pued cambi mi corre electron pus un corre electron equivoc
0,no pued obten ayud de ti,pued ayud con eso
0,com verific los comentari,com verific el siti web en rus
0,quier pag per no quier pas mi tarjet supong que no compr mas tiemp intent volv a ingres a la vis de la tarjet de dat y grit hast el 1907 y no se termin de nuev,trat de usar mi tarjet de debit vis par compr articul en line per no fue aprob
0,estoy muy molest,se que mi ingles no es muy buen lo sient
0,el vendedor envi el color equivoc,el vendedor ha envi las mercanc en el indic incorrect
0,sin embarg trat de compr la mism impresor y pag con la mism tarjet de credit per no funcion,teng una tarjet de prepag y en la transaccion no funcion
0,he orden con una direccion de corre electron incorrect,he ped un articul y no pued pag mediant transferent bancari
1,com pued obten mi reembols,com obten mi reembols
0,no recib mi ped,no pued ubic mi ped
1,supong que eres un robot,eres robot o human
1,estoy busc un product,estoy busc un product
1,eres tu comput,eres una person en viv o una comput
0,todav no pued pag mis ped,no pued compr nad
0,quier envi mi ped tod,com pued sab si mi ped fue envi
1,elimin el historial de ped,pued borr el historial de transaccion
0,mi demand al no inclu nad que usted o su sistem escrib,por que su sistem sig cancel mi ped
0,le pregunt much vec al vendedor per el ella siempr esta dic que estar aqu en una seman o dos,cuant vec pued revis los comentari
0,necesit abrir la disput,deb devolv el paquet si abro una disput
1,buen noch graci,much graci
0,cual es el rendimient nacional,que es trademanag
0,com cambi mis dat de contact,com ver los detall del product orden
0,contact al vendedor,quien es el vendedor
0,com pag el diner,quier cancel un ped y usar el diner par pag otro ped
0,com encontr la orden elimin,com pued recuper el articul elimin en el carrit de compr
0,qui pag el impuest,quien pag el envi de devolu
0,com elimin mi cuent,com elimin mensaj
1,necesit un agent foll,me gust habl con un agent de servici al client
1,sin cuent de paypal,paypal se ha ido
0,he estad pid ayud durant 30 minut por favor pon a tu jef,qui es tu jef
0,com pon la tarjet de credit en la cuent,com recib un reembols con tarjet de credit
0,com pued inici sesion en su siti no estas ayud por favor busqu a algui que me ayud a inici sesion en su siti estoy dic lo mism una y otra vez,me pued ayud a encontr el product en el siti
0,hol eva teng un ped que deb ser cancel necesit ayud por favor,he cancel la orden deb al comport incorrect del proveedor envi un reembols
0,hic un ped en ener y aun no ha lleg,el estad del ped no ha cambi despues de que hic el pag que ocurr
0,por favor no pud pag,me podr ayud
0,estoy muy decepcion los ultim 3 product que orden el 1 de ener y el 2 de febrer aun no lleg a part de ahor com ten confianz par ped cualqui otra cos,no pued orden nad ahor
0,hic un ped com invit per no teng confirm,no recib ningun confirm despues de hab pag mi ped
0,com obten un cupon de vendedor,teng articul de compr com obteng un cupon de descuent
1,pued habl conmig,eres capaz de ayud
0,que es punt de recompens,que hor es alli
1,por que el envi por air tom tant tiemp,por que el proveedor tard tant en envi mis articul
1,com borr las orden,com pued elimin orden de pas
0,quier una maquin par escrib en el coll milit,quier habl con el gerent
0,que es moned,mi orden de prevent esta cerr se devuelv las moned
1,pued reabr una disput,com pued reabr un cas de disput
0,estoy muy molest,ok eva much graci entiend
0,no pued sub vide,no pued sub document
0,no entiend que la proteccion del comprador ha finaliz y no me reembols y no recib mi ped,yo no habl ingles
0,hic un ped no se envi el ped pag el ped y la tarif de envi sol se me reembols la tarif de mi ped y no se reembols los gast de envi por que,cuot de deposit cancelacion de la orden
0,com bloqu par bloqu al vendedor,por que la segur bloque mi transaccion
0,el estad de mi ped es cerr wahy,cual es el estad de mi orden
1,com establec una nuev direccion de envi,com agreg la direccion de envi
0,pag los product que nunc he recib sin embarg no yo he puest una confirm de recib y tambien un comentari,no he recib mis product y el remitent no ha respond a mi mensaj
1,pued algui ayud,me pued ayud
0,cre que mi numer de seguimient es fals,necesit un numer de seguimient par mi ped
1,pued hac una pregunt,quis hac una pregunt
0,no pod hac ped en crom o safari,actual no pod proces tarjet de negoci
1,ok graci ped este doming signif que teng al men un mes par ver que pas graci por tu ayud que teng un buen dia y mis mejor dese de turqu,much graci por su ayud
0,sol quer sab si es posibl evit que los fond se vuelv a acredit en mi cuent una orden mia fue cancel recient y me gust utiliz esos mism fond y una recarg par compr otra cos,utilic mi tarjet de debit y teng fond dispon
0,no recib el reembols,no he recib mi articul com obteng un reembols
0,el vendedor me ha promet recib los articul dentr de 25 dias ahor mas de 30 dias y aun no recib el ped quier un reembols complet com promet ya que pas mas de 25 dias,he pag mi ped por mas de 7 dias mediant transferent bancari per mi ped aun esta pendient de pag
0,agreg nuev direccion,com pued agreg mi cuadr de po en la direccion de envi
0,escrib hac una seman un inform en este siti compruebel por favor,pued pag con paypal
0,quier sab el estad de mi pag de reembols,quier sab si el proveedor recib el pag o no
1,si solicit un product gratuit deb pag un servici personaliz en mi pais,cuant aduan o derech de import deb pag
0,com establec una nuev direccion de envi,com pued cambi mi direccion de envi
0,pued sab si podr elimin mi cuent,com pued elimin mi tarjet de mi cuent
1,com verific la cuent,com pued verific mi direccion
1,cuant tiemp tom par la entreg,cuant dias llev lleg al destin
0,salud compr el articul per pus el numer equivoc del apartament y no recib el paquet me pus en contact con el vendedor y el me dij que me envi de vuelt cuand volv el paquet ha pas un mes y no va a envi el paquet de nuev,es car par mi envi el bien de vuelt
0,tambien no pued abrir otras pagin con tal bien,he recib la mercanc y tambien recib un reembols complet
0,quier un corre electron,pued pag el ped por corre electron
1,no he recib mis bien,no he recib mis product que pued hac
0,com encuentr una ciert tiend,com agreg la tiend a la list de dese
0,quier sab com agreg detall del pasaport,com ver los detall del product orden
0,com cambi a contraseñ,com cambi el idiom al ingles
1,me gust cancel mi ped,me gust cancel mi ped com pued hac esto
1,elimin detall de la tarjet,com pued elimin una tarjet de mi cuent
0,hol no he recib mis product y el estad esta termin ahor,com pued abrir una disput si el estad esta termin
0,guard inform de la tarjet,por que este siti no acept la inform de mi tarjet de debit vis
0,no recib mi ped per el seguimient dic que se entreg,orden algo y no recib un corre electron
1,necesit mi reembols,deb hac algo par hac un reembols
0,com present una apel,intent abrir una disput par un ped que no pued envi
0,por favor no pud pag,podr respond en ingles por favor
1,si per ella no respond tan rap no pued verm ayud por favor por favor,usted me podr ayud por favor
0,por que el preci del product no camb,por que se ajust el preci
0,aun no ha sid envi,el paquet se envi a una direccion incorrect
0,com pued agreg mi product a la vent,com pued agreg mi numer de cas en mi registr
0,dios mio sig perd la convers,intent pag este ped con una tarjet de visit y sig recib un rechaz
1,el estad no ha cambi por 67 dias,ya pag hac 7 dias per el estad de mi ped no ha cambi todav todav esta esper el pag
0,esper quier obten un product gratis par publicit en youtub,si el product que recib no es el correct pued devolv sin carg
1,necesit habl con el ser human por favor,pued habl con un human
1,quier contact al equip de gestion de client,com me comun con el equip de disput
0,tarif de envi,com pued combin la tarif de envi si orden vari articul de un vendedor
0,com usar cupon seleccion,com seleccion un buen proveedor
0,teng un problem con el vendedor y quier pon en contact con ellos,quier contact al vendedor
0,per me gust sab si es posibl obten muestr o pag muestr de algun de los product antes de compr grand cantidad,me gust sab sobr cupon y com pued obten
0,no estoy satisfech con la disput,pued devolv un product si no estoy satisfech
0,par hac clic dond,no obten el cupon de la tiend despues de hac clic en la pagin de la tiend
0,pued ped ayud mi tarjet de credit expir com pued ingres una nuev tarjet en mi cuent y pag me gust ped nuev product y no es posibl much graci,com pued pag mi tarjet de credit por los bien
1,cual es tu numer de telefon,cual es tu numer
0,quier elimin tu perfil,quier borr el registr de busqued
1,podr rastr el estad de la orden,pued dec com pued verific el estad del ped
0,estoy trat de complet mi compr acept descubr tarjet de credit,por que no pued compr usand mi tarjet de credit
0,com uso mi direccion de corre electron en una cuent nuev,he esper demasi par verific mi direccion de corre electron me pued envi una nuev
0,he estad esper que las disput termin al mism tiemp el vendedor dic que no he pag el diner,com pag por vari articul del vendedor al mism tiemp
0,no he recib mi ped ni ningun conform de el inclus siend envi,mis bien se envi a otro lug
0,teng una compr de su siti web antes de registr en este moment se encuentr inscrit en las aduan y dhl necesit el numer de ped de compr,el numer de movil en la orden es incorrect y deb cambi
1,com pued restablec la contraseñ,no teng una contraseñ
0,com respond una disput,he abiert una disput par mi ped per el proveedor no respond com proced
0,hol lo he intent vari vec par pag y cad vez que llen la inform de la tarjet y hag clic en pag el siti web me dic que ha hab un error he intent alrededor de cinc vec y sol dic que pued hab algo mal con la inform per,he hech el mism ped cuatr vec
0,hol pued dec cuand se entreg mis ped,por favor digam com pued obten cupon
0,com agreg vide a la disput,com agreg a mi favorit
0,vendedor tien otro comport,el vendedor no tien zapat que ped el vendedor no respond
0,com envi imagen usand la aplic,com pag con paypal
0,este es mi id de ped,quier cancel mi id
1,com pued confi en el vendedor,es esta empres en la que pued confi
0,estoy intent envi una devolu y el boton de envi no funcion,present la cancel de la solicitud de ped per mi vendedor lo ha deneg
0,hol estuv en contact con un represent de servici al client el 10 de may y todav no he recib respuest,hol teng un problem con una tiend
0,ya le envi un corre electron al vendedor,ya abri una disput
0,sol quier inici sesion per dond esta mi contraseñ,quier restablec mi contraseñ no teng el corre electron
1,hol dese sab el estad de mi disput,quier verific el estad de mi disput
0,com elimin el articul en el carrit de compr,com agreg al carrit de compr
0,dond pued envi la direccion,me pued envi una fot tuy
0,de que estan habl,que pas con el segur
1,pued compr de iran,pued envi a mi pais si compr de usted
0,com avanz en la busqued,com borr mi historial de busqued
0,este enlac esta vaci,ese es el enlac de mi ped
0,cuand mi pag sea cancel,cuand recib mi reembols despues de que se cancel la orden
0,hol dese sab el estad de mi disput,el estad de mi ped esta en disput escal que pued hac
1,hol com estas teng una pregunt porqu soy un client nuev,teng una pregunt par ti
0,mi pag fue fall,por que no pag con mi tarjet de credit
1,com cambi la direccion de envi,com pued cambi mi direccion de envi
0,3280 fue tom de mi cuent,por que algui tom mi cuent de corre electron
1,recib un error en mi ped obten la confirm de que mi pag fue exit,cuand hic mi ped la tarjet segu siend rechaz
1,pued algui habl me sig cort,dam algui con qui habl
0,el vendedor no me respond que deb hac,que deb hac
0,por que no recib una recompens del bosqu de la suert,com pued elimin los product que he recib de la list
0,que mierd es eso que estas hac alli,quier follart
0,no estoy satisfech con el result de la disput,dond pued ver el result de la disput
1,no estoy de acuerd con el result de la disput,no estoy de acuerd con la solucion de disput
0,no pued dej comentari,cuand pued dej comentari
1,cual es mi contraseñ no pued entend lo que me envi,olvid mi contraseñ par mi cuent pued hac uno nuev par mi
0,com pued pon en contact con usted,com pued contact con el vendedor por corre electron
0,pag no proces,com se que el reembols se esta proces
1,el vendedor no ha envi mi ped,el vendedor se nieg a envi mi ped
0,tu no me entiend,por que no tien vacacion
0,com encuentr clubs de malabar,com encuentr mis ped de prevent
0,per mas de 20 dias suced todav el pag no recib,el recordatori de column reduc drastic la cantid de dias de 35 dias a 5 dias por que suced
0,he recib product que no ped hic un ped de otra compañ que no parec estar conect a usted,me han cobr por algo que no ped
1,por que el diner no esta regres,por que no devuelv el diner
1,eres una person viv,hay algun maner de pod habl a una person en viv por telefon
0,com respond la propuest en mi cas de disput,cas sin disput
1,cual es el rendimient nacional,cual es la entreg domest
0,el orden nunc se proces,acab de hac un ped
0,hub un problem con un ped que recib asi que envi a la tiend 4 mensaj sobr el problem que comenz el juev pas no he recib notici de ellos todav eso es normal,teng un problem con la orden
1,disput termin el vendedor acept reembols per no recib el reembols,mi reembols no se recib despues de que se resuelv la disput
0,mi preci adel,que es notif de preci reduc
0,no me esta dand la respuest correct necesit los diez articul principal que vend en 2017,podr respond en ingles por favor
0,no dese un reembols parcial quier un reembols complet,com solicit un reembols parcial
0,direccion predetermin,mi paquet ha sid a una direccion de envi incorrect deb a la culp del proveedor
1,entonc com pued chat con human,com chate con un agent
0,diferent de pequeñ paquet un corre aere registr,me he registr en el siti
0,esper a que se verifiqu mi apel,si mi orden no es verific me devolv mi diner
0,agreg inform de la tarjet de credit,fraud de tarjet de credit
1,hay algun person real que pued ayud,pued chat con una person real
0,com pued agreg paypal,cuant direccion de envi pued agreg
1,com human,necesit un human
0,que es una proteccion del comprador,comision de proteccion del comprador
1,com cambi la direccion de entreg,por favor digam com cambi la direccion de entreg
0,dond pued envi la direccion,me envi la primer cart per no hay un enlac de verif
0,traj algo y lo tien asi que necesit mi reembols,si compr algo teng que pag impuest
0,que pas si no obteng mi reembols,quier cancel mi ped y obten un reembols
0,hol com pued ped al vendedor la factur de mi compañ,el vendedor pued cambi de compañ de envi
0,hol mi mastercard no se acept aunqu teng 3d segur,hol teng un problem con una tiend
0,ped cancel termin signif,por que mi disput se termin
0,no hay un enlac aqu,por que no hay un enlac de verif en el corre electron
1,asunt enlac boton aleatori del product hol teng una pregunt sobr el siti sab realment me encant naveg busc cos divert par compr y me pregunt si los plan par pon un boton de product aleatori en la pagin par enviart a un siti,teng una pregunt par ti
0,hay un problem con el sistem,el sistem no me dej pag
0,teng un nuev corre electron,no he recib un corre electron que conf mi ped
0,el vendedor no respond mi estad de reembols,incapaz de obten respuest del vendedor
1,com obten cupon,com obteng el cupon
0,su cuent esta suspend,lo sent su cuent no le permit compr product internacional en line
0,podras ayud,pued dec por que no pued compr con la tarjet vis
1,parec que no pued edit el nombr asoci a mi cuent no estoy segur de com se convirt en un nombr diferent al mio per no pued encontr com cambi,com pued cambi el nombr de mi perfil
0,el reembols esta atasc en el proces,es necesari extend el tiemp de proces
0,mi cuent esta rot,es mi cuent gratis
0,esto es mas de 30 dias supong pued dej un comentari porqu el vendedor es muy amabl,com pued dej un comentari
0,de hech de vez en cuand no pued ir sab que cuand cre la cuent escrib el corre electron equivoc y ahor no se com esta alli si pued verific sol se com deb ser he intent tod hay tod mis ped,no se com echarl un vistaz
0,quier agrup proveedor por pais,estoy busc proveedor
0,cuand cancel el pag cancel de la cuent,cuand la orden ser cancel
0,tu pedaz de mierd sin esper,estas ahi
0,hag clic aqu dond,siempr estaras aqu
1,necesit una person real por favor,quier habl con una person real
0,com cambi la direccion de envi,com pued cambi la direccion en mi ped
0,necesit una part,lo necesit
1,mi compañ pus en disput el reembols todav necesit el color correct de la orden la compañ tien el numer de orden equivoc,he abiert una disput par mi ped per el proveedor ha rechaz la solicitud de reembols
0,cancel el ped y el reembols del estad no cambi,quier cancel mi ped y obten un reembols
0,usted no me estan trat bien,com pued verific si teng mi direccion correct par la entreg
0,cariñ no quier compr es par hac un ped y el vendedor pued cambi el preci,el vendedor descuent el preci cuand hag el ped veo el preci anterior
0,resolv el problem usted reembols el diner,necesit un human par resolv mi problem
0,direccion de corre electron de vent,olvid la direccion de corre electron registr
0,necesit inici sesion en mi cuent,no pued inici sesion en mi cuent no hay camp par escrib mi corre electron y contraseñ
0,busc product,pued busc un product por numer de identif
0,com retroaliment,com cancel los comentari
0,com elimin el articul en el carrit de compr,por que no pued agreg el articul al carrit de compr
1,enlac abrir una disput,quier abrir una disput
0,com evit que un vendedor envi un mensaj,dej de envi corre electron quier darm de baj
0,com abrir una disput,com cancel una disput abiert
0,com verific la proteccion del comprador,com pag de maner segur sin la proteccion del comprador
0,com pued verific si un vendedor es confiabl,com revis el estad del ped
0,necesit los diez articul principal que vend en 2017,com pued elimin trademanag de mi escritori
1,cuand mi pag cancel,cuand recib el diner de los articul cancel
0,no he recib mi diner todav,no pued recib diner en mi tarjet de debit
0,por que mi ped no avanz,por que mi ped ha desaparec
1,com devolv el articul,necesit devolv un articul
0,salud compr el articul per pus el numer equivoc del apartament y no recib el paquet me pus en contact con el vendedor y el me dij que me envi de vuelt cuand volv el paquet ha pas un mes y no va a envi el paquet de nuev,mi proveedor me dij que no recib mi pag
0,com hac el ped per no pag,com pag un ped integr
0,no encuentr el icon de ideal en mis opcion de pag,no pued encontr la union occidental en el metod de pag
1,es posibl,el cambi de comentari no es posibl
0,necesit una cuent de desarroll,deb cre una cuent de proteccion del comprador
0,envi en iran,quier cambi mi envi a un envi gratis
0,llen el formulari de apel per no pued envi,no pued ver
1,hol eva quier cancel el proces de fond en mis ped,com cancel el estad de proces de fond
1,habl español,habl
0,no he recib mi ped ni ningun conform de el inclus siend envi,mi orden es tu pag esta siend verific
1,me gust cancel mi ped,necesit cancel mi orden
0,no pued habl sobr el tem del vendedor obtendras mi imail,quier preguntart sobr este vendedor
0,interfaz de program de aplic,no pued encontr el boton cancel en la interfaz
0,es sol hoy lo he recib,ser miembr signif que teng que pag diner
0,no pued ayud eres una comput,me ayud o que
0,ok por favor contactam con otras person,pued ver la list de dese de otras person
0,eres hombr o muj,estas ahi
0,hol teng una pregunt sobr una entreg,me he puest en contact con mi proveedor sobr un product per no ha respond a mi pregunt
1,hol algun me pued ayud,me pued ayud
0,perdon cre que lo expliqu mal recib la chaquet y normal es de ese tamañ per cuand la pus era pequeñ y necesit que me cambi dos tall grand,cuand teng especific el tamañ de un product
0,por que no pued sub fot en mi disput,por que no pued encontr mi disput escal
1,hol quier envi un corre al gerent de vent necesit la direccion de corre electron,necesit tu direccion de corre electron
0,pued vend,pued visitart
0,la union occidental necesit una copi del recib oficial antes de pag mis articul pued envi la copi,com obteng una copi de mi pag
0,estoy ten un problem con el atract,teng un problem par correg mi direccion de envi
0,no he recib mi orden,no he recib el reembols y mi ped fue cancel
0,todav no he recib mi reembols,he pag mi ped por que dic que todav no se ha pag
0,posibl habl con el servici al client,es posibl cambi los comentari
0,habl con usted ayer sobr mi cuent,que pas con el fond de transferent a otra cuent
1,contr reembols dispon,pued obten mi product en efect contr entreg
0,com agreg evident o respond a mi disput escal,com cancel una disput escal
0,com cambi moned por cupon,com pued hac un intercambi
1,prefier un español,yo no habl ingles sol español
1,com borr mis ped en mi cuent,com elimin mis ped que se cerr
0,y que dia va a mejor no me estas ayud,que dia tan calur
0,com cambi el numer de telefon,com ten un numer de telefon por favor
0,salud compr el articul per pus el numer equivoc del apartament y no recib el paquet me pus en contact con el vendedor y el me dij que me envi de vuelt cuand volv el paquet ha pas un mes y no va a envi el paquet de nuev,he estad trat de contact a un vendedor per el no me ha respond
0,cerr la disput porqu el vendedor me promet devolv mi diner si no recib el ped 15 dias el tiemp se agot y ahor el no me devolv el diner,el vendedor me dij que cancel la orden de devolv el diner que pued hac
0,soy de pakistan y quier volv a vend tus product,los impuest que pag son demasi altos par import product de su siti
1,lo que estas hac por mi no esta ayud por favor pon a tu jef,ponm a traves de chat en viv por favor
0,abri una orden y el product se acab,com averigu si mi ped ha sid envi
0,ok graci la ultim pregunt eres tu español,graci adi
0,cuid de mi por favor,por favor conectam al servici al client
0,dond pued hac clic,dond pued especific el tamañ
0,no quier ment sobr mi razon el articul esta dañ,no lo se
0,com pued volv a envi un vendedor de fraud,com pued conect con el vendedor
0,pued pregunt mis bien,pued reemplaz mis product
0,per cuand no estoy en mi cuent me refier a cuand veo com invit pued ver la pagin de inform,quier ver el centr de quej
0,me he registr con una direccion de corre electron incorrect,me acab de registr per no recib el regal 5usd
0,he olvid mi contraseñ,olvid pon mi nombr en la direccion de envi
0,direccion de corre errone,mi ped fue entreg a la direccion incorrect
1,necesit un reembols,necesit ayud con un reembols
0,no pued encontr administr comentari en la aplic,com pued encontr los comentari que me qued
0,elimin los detall de mi tarjet,quier detall de mi reembols
0,quier dec tom aqu la tbc,estas aqu ahor
0,no quier cancel mi ped,com cancel mi ped
1,mi paquet fue envi al pais equivoc,mi paquet ha sid a una direccion de envi incorrect deb a la culp del proveedor
0,38 aqu en brasil correspond que numer alli,el numer de mi pie en brasil es 38 que numer jal en eus
0,hol mi fech de caduc esta venc com cambi la fech cuand envi una nuev tarjet con una nuev fech,pod ir a una cit
0,no recib los product,acab de hac un ped per no recib una confirm
0,tiemp de entreg estim,que es la entreg a tiemp
0,necesit pag una transaccion per un pag pendient sig aparec,necesit pag en vari part
1,com pued obten un recib o factur de la orden,com pued obten una factur
0,alrededor de un mes mas o men me pid que proporcion document de valid envi tod los document que solicit no han pas dos mes y me pid que los envi nuev que diabl por que,teng curi por ti
0,com obten punt de recompens,que es punt dispon
1,com verific el reembols,com comprob si teng reembols o no
1,hol me pued ayud por favor ten el tiemp,me pued ayud
0,mi tarjet ha sid utiliz por algui,por que el pag se ha realiz dos vec desd mi tarjet de credit
0,com contact a su vendedor,numer de contact del vendedor
1,hol pued por favor ayud con un problem sobr una chaquet que compr es de un tamañ pequeñ no cab com pued devolv y obten una tall mas grand,com pued devolv el product y obten un tamañ mas grand
1,no recib respuest a mi solicitud de reembols por articul fall de produccion chat za doming,el proveedor no acept mi solicitud de reembols
0,quier apel tu juici,quier el numer par tu compañ
0,pued usar la tarjet vis entonc si es asi com podr agreg la tarjet a la inform,pued usar una tarjet de debit
1,com obten cupon,com pued obten el cupon
0,com agreg comentari adicional,com agreg a mi favorit
0,es ciert que teng que cancel la disput antes de que pued proces un reembols,no recib el reembols per gan la disput
0,por que pon los detall de la tarjet otra vez,por que mi chat en viv se pus a tiemp
0,dond encuentr configur par administr tarjet de pag,dond encuentr mi historial de compr
0,posibl habl con el servici al client,es posibl ped los product a rusi
1,tien un numer de telefon,tien tod un numer de telefon
0,estim estoy bloqu 10 dias a la vez cuand usar mi agenci de tarjet pag,cuand recib mis ped
1,com verific la cuent,com verific la cuent
0,ahor no ha recib el pag devuelt,devolv el product y no he recib el reemplaz ni el reembols
1,com borr los comentari,quier elimin comentari negat
0,cre que el vendedor no esta emit mi diner,cambi mi tarjet vis y al vendedor le gust reembols mi diner
0,com restablec su contraseñ,com pued ser tu miembr
0,esto no funcion,por que no funcion trademanag
0,he estad esper que las disput termin al mism tiemp el vendedor dic que no he pag el diner,he pag el vendedor sin conexion
0,cuand mi pag cancel,cuand recib mi reembols por el ped cancel
0,no quier ment sobr mi razon el articul esta dañ,quier busc un articul
0,con respect a mi orden,con respect al proces de ped
0,com usar la transferent bancari,com obteng un reembols si pag mediant transferent bancari
1,hol necesit ayud por favor,necesit habl con algui por favor
0,necesit encontr mi inform de pag,no he encontr ningun inform de seguimient
1,por favor mir mi pregunt aqu antes,por favor lee mi pregunt
0,hic un ped en ener y aun no ha lleg,recib un corre electron dic que ha lleg un nuev corre
0,mis ped se duplic com empiez de nuev,com combin los ped
0,he estad usand tu servici por años ahor no pued entrar par firm que dic que mi contraseñ es incorrect,deb pag por utiliz el servici de proteccion al comprador
1,necesit ayud con una orden que intent ubic cad vez que hag clic par compr simplement vuelv al carrit de compr sin compr,estoy trat de hac un ped per cuand hag clic en compr ahor no pas nad
0,buen dias hic tod el proced de devolu de la solicitud deb a la demor en lleg per ahor en la mañan la solicitud acab de lleg a mi cas que proced segu ahor el reembols aun no esta en mi cuent pued cancel el reembols yc,el vendedor rechaz mi solicitud de reembols
1,com lleg al equip de servici de pag,no pud contact a su equip de servici
0,por que se esper que pag los cost de envi de devolu si se ha determin que el vendedor me envi los articul incorrect,el vendedor me ha envi product com sig el envi
1,pued habl con una person en viv,quier habl con una person
0,teng problem par ver el siti,me he registr en el siti
0,has dad una respuest,cuant pregunt respond hoy
0,quier sab sobr mi reembols,quier sab sobr la cantid de diner devuelt
0,la fech limit par abrir una disput ya ha termin com pued,com abro una disput
0,cuant articul recib,recib un articul con muy mal estad
0,te escrib arrib,escrib el nombr del destinatari equivoc
0,el boton de chat no funcion,el boton de disput no funcion
0,quier sab si pued habl con el vendedor antes de compr un product,quier sab si algui pued habl en
0,soy de pakistan y quier volv a vend tus product,pued revend tus product
1,asi que por favor pued ayud,por favor ayudam urgent
1,com verific el numer de ped,com encontr mi numer de orden
1,orden larg tiemp,si compr algun product cuant tiemp dur el envi
0,usar hac clic,usa rop
0,por que el diner no esta regres,por que esta cerr per el diner pas
0,com pued devolv mi diner,com pued obten mi reembols si mi ped esta cerr por orden cancel
1,no pued inici sesion,por que no pued inici sesion
1,el paquet fue entreg en otra direccion de acuerd a lo coment con el personal de mi casiller,segun la inform de seguimient mi ped se entreg en ee uu per estoy en filipin
0,por que los punt de recompens estan baj,no teng mis punt
0,pued pag a una cuent tal vez ellos pued darmel,te cas conmig
0,necesit rastr mi ped su siti web es muy dificil de naveg sol dic orden termin,acab de hac un ped
0,hablam eva,preguntel a una person real que me habl
0,no estoy satisfech con la disput,estoy trat de solicit un reembols al vendedor per la disput de los estad ha finaliz
0,pued compr de iran,esta bien el vendedor par compr
0,la tiend me dij que teng que esper per les pag cre,pag tod mis orden per los vendedor me dijeron que no pag
0,sol necesit un reembols estoy feliz con esto por favor pag el diner,necesit habl con algui por favor
0,no veo que reloj,no quier habl con un robot
0,la retroaliment no se muestr,mi transferent fue par usted per aun no muestr ningun pag
0,no pued unirm,no pued compr bien
0,abri una disput y el vendedor me esta acech,por favor digam cual es mi estad de disput
1,no hab recib mi mercanc,no recib mi ped
0,soy una victim de una estaf,teng sueñ
1,estar feliz de habl con una person,necesit habl con una person
0,no se dond encontr mi codig de barr,quier sab com encontr el product
0,hol todav no he recib ningun de mis ped,hay descuent en ped grand
0,com cancel la disput,com cancel los comentari
0,señor teng una tarjet de debit rupay per no acept,teng tarjet de debit
1,par encontr mi numer de orden etc,com encontr el numer de orden
0,y necesit cancel la disput,necesit cancel el ped per el vendedor se nieg a cancel
0,pued habl conmig,pued segu
0,com agreg inform de pasaport,com agreg product a la list de dese
1,mi nombr es bill,mi nombr es
0,olvid la identif de la cuent de inici de sesion y la contraseñ que deb hac,no pued inici sesion en la cuent
0,quier una maquin par escrib en el coll milit,eres una person human o una maquin
0,entonc podr ayud,podr ayud a abrir una disput
0,y no me han llam,teng una disput en progres per el vendedor se nieg a habl conmig
0,me gust lo mas pront posibl,me gust contact a un human
1,com pon en contact con el vendedor,com me comun con el proveedor
0,recib mis ped y estoy muy descontent con la form en que huel los zapat,com pued pag tod mis orden
1,no pued dej comentari,por que no pued dej comentari sobr mi ped
0,mi que es el preci,que hag si el vendedor quier sub el preci
0,habl contig ayer,quier llamart
