is_duplicate,spanish_sentence1,spanish_sentence2
0,dond cambi mi tarjet de pag,com cambi mi direccion de email
0,dond cambi mi tarjet de pag,recib un mensaj de error cuand hag mi pag con tarjet de credito.
0,dond esta mi ped y aparec com entreg,"ya realic mi pago, per aparec com no pagado. ¿qu hag"
0,dond figur la tarjet con la que pag,he cambi la tarjet que use par el pedido.
0,dond pued inici chat,no pued inici sesion en mi cuenta. ¿qu pued hac
0,dond pued ver cuant tiemp teng de garanti,dond pued ver el numer de seguimient
0,dond pued ver cuant tiemp teng de garanti,pued pregunt sobr el tiemp de proces
0,e anul un ped por error,he hech un pag duplic por error.
0,e cancel un ped por error com pued restaur,confirm el ped por error.
0,"efect ,pro me aparec la tarjet y no dese utiliz mas",he envi fot de mi id y de la tarjet de credito. ¿qu va a pas
0,eh cancel un ped por error,"mi ped fue cancel por sospechas, ¿com recib un reembols"
0,el diner ya me fue devuelt hac una seman,com me devuelv el diner
1,el formulari de disput no funcion,el formulari de disput no funciona.
0,el formulari de disput no se visualiz correct,"he rellen el formulari de disputa, ¿com recib mi reembols"
1,el numer de seguimient no funcion,mi numer de seguimient nunc funciona.
0,el otro dia compr y anul un ped ahor esta en estad finaliz per esta cobr en mi tarjet de credit,"se me ha cobr el pago, per no esta reflej en el pedido."
0,el pag es en mi tarjet de debit y si cuent con recursos. de hech anoch hic algun compr sin problem,com pag mis compr con debit
0,el ped esta incomplet,"el ped fue cerrado, el sistem esta pendient de hac el reembolso."
0,"el ped esta pag y aparec com no pagado, por favor solucion",he pag y mi ped ha sid cancel por email.
0,el ped lo hic ya hac mas de un mes,abrir disput hac un mes y aun estoy esper respuesta.
0,el ped recib no es el acord,no he recib el cupon.
0,el product no va a lleg y no me dej abrir disput,el sistem no me dej pagar.
0,el proveedor envi un paquet con un sol numer de ped par dos client distint,cuant tiemp teng par devolv un paquet
0,el recib el pal selfi inalambr y yo lo pedi con cabl,que pas si el ped no tien seguimient y no lo he recib
0,el recib el pal selfi inalambr y yo lo pedi con cabl,es lo mism el numer de ped y el numer de seguimient
0,el rembols tien un error del tip de cambi,cual es el tip de cambi del dol par hoy sobr la compr de produccion en su pagin
0,el tiemp de proteccion termin,cuant tard el tiemp de proces
0,el tiemp de proteccion termin,pued acort el tiemp de proces
0,"el vendedor aprob la cancelacion, cuand recib el reembols",el vendedor no quier aprob el reembolso.
0,"el vendedor aprob la cancelacion, cuand recib el reembols","el vendedor acept reembols el dinero, ¿com lo recib"
0,el vendedor cerr la disput,el vendedor me dij que pod reabr la disputa.
0,el vendedor dic que no lo he pag,me pregunt cuand recib el articul que he pagado.
0,el vendedor dic que no me lo van a pag,el vendedor me dij que no es posibl envi el articulo.
0,el vendedor me dic que gener orden de compr y ellos cambi el preci entonc pued compr,"que hac entonces, si no pued contact con el vendedor"
0,el vendedor me pidi cancel mi ped por problem de mensajeri a mexic,se me reembols si el vendedor no consig envi mi ped
0,el vendedor me pidi cancel mi ped por problem de mensajeri a mexic,el vendedor me envi el paquet por envi gratuit en lug de ems.
0,el vendedor no contest los mensaj,com le envi mensaj al vendedor
0,el vendedor no contest mi mensaj,com respond al mensaj del vendedor
0,el vendedor no me envi el product y me ha bloqu,el vendedor me pid ahor mas diner por el producto.
0,"el vendedor qued en envi las piez par arregl una pulser que compr hac unos meses, porqu veni con defect de fabrica, aun no pas nad que deb hac",una disput abiert hac tiempo. el vendedor no dic nada.
0,el vendedor se nieg a darm la garant de un product estrop,pod darm el nombr y la direccion del vendedor
0,el vendedor subi el preci despu de realiz el ped y no acept que cancel el ped,el vendedor no respet el pedido.
0,el vendedor tien un preci me ha cobr mas car,el vendedor ya no tien stock del articulo.
0,en agost he hech un ped con sesion de invit,"no he hech un pedido, per he recib un email de pago."
1,en el estatus de mi ped dic entreg y a mi no me ha lleg nad,"en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
0,en esper de recepcion que signif,que signif pendient de pag
0,"en la descripcion del mismo, vien un reloj grand impres en la lamin (en el rest de laminas, no, sol esa) pens que era una marc de agu o simil",com pued pag tod mis product en la cest de la compr en un sol pag
0,en mi disput el ped ya fue recib si cancel la disput le dari el diner al vendedor,"abri una disputa, per el vendedor la rechaz y se qued con mi dinero."
0,en mi disput el ped ya fue recib si cancel la disput le dari el diner al vendedor,que pas si el vendedor aprueb la disput
0,entiend que llev mas de cuatr mes esper el product,estoy esper a que se complet la mediacion. ya llev meses.
0,"entiend ,entonc par retir ese diner cual seri las opcion que teng",no hay transferent bancari en las opcion de pago.
0,entiend entonc que sol teng derech a recib el reembols y no el ped entonc,"teng que compr el producto, per no entiend las tallas."
0,envi el product y a ferr la disput,teng una disput y la compañ no ha hech nad par resolv el problema.
0,es que no entiend que esta pas con el pag,com se que esta es una compañ legitim
0,"es que no he recib mis pedidos, y los ped hac mas de un mes",puls accidental el boton de confirm el ped y no he recib los productos.
1,es que no pued entrar ami cent,no pued entrar en mi cuenta.
0,es que no teng el ped,"pag un ped y esta congelado, ¿qu teng que hac"
0,es un numer de apelacion,recib un email de notif si mi ped es cancel
0,es verd que estoy oblig a pag con los gast de envi par devolv el product,he recib un email muy ofens de un comerci con el que estoy en disputa.
0,esas pregunt no solucion mi problem,teng un problem pag con mi tarjet de credito.
0,"esas respuest no contest mi pregunta,","quier cancel una disput escalada, except las respuest del vendedor."
0,"ese ultim mensaj lo envi por error, no hay disput finaliz porqu ni siqu se ha abierto.","confirm accidental la recepcion del paquete, el paquet ni siqu ha llegado."
0,"esq en mi celul me aparec que esta por lleg mi product y en la pagin me dic que aun no llega, cual es el mas real",el vendedor promet que si cancel la disput me har el reembolso. ¿pued confi en el
0,esta finaliz y no contest,he hech un pag onlin y ha finalizado.
0,estab trat de abrir una disput per dic que el period caduc,"estoy intent pag con una tarjet vis de credito, per siempr dic que ha fall el pago."
0,estab trat de abrir una disput per dic que el period caduc,no soy capaz de abrir una disputa.
0,estab trat de abrir una disput per dic que el period caduc,com pued extend el period de recepcion del envi
0,este vendedor esta engañ a los usuari,pued dec si este vendedor es buen o no
0,esto es una estafa. si no resuelv mi problem acud a pon una denunci,no pued pon una nuev direccion.
0,esto es una estafa. si no resuelv mi problem acud a pon una denunci,teng un problem con mi ped en aduana. ¿pued envi una copi de mi factur
0,esto es una estafa. si no resuelv mi problem acud a pon una denunci,com consult mi denunci de abus sobr valor
0,estoy en disput con un vendedor,estoy busc un vendedor al que ped antes. ¿pued ayud
0,estoy en esper de una respuest por mi problem,mi ped esta aun en esper de ser enviado.
0,estoy esper mi apel,por que estoy esper la respuest de la otra part
0,estoy esper respuest a los antecedent envi a jos,aun estoy esper mi reembols parcial por este pedido.
0,estoy esper respuest del vendedor par no cancel el ped sin que me cambi la tall,abrir disput hac un mes y aun estoy esper respuesta.
0,estoy esper respuest del vendedor par no cancel el ped sin que me cambi la tall,estoy esper el reembols de un producto.
0,estoy esper una respuest,estoy esper mi reembolso. ¿cuand lo tendr
0,estoy habl con una maquin,estoy ten problem con un vendedor. ¿qu pued hac
0,estoy habl con una maquin,no estoy satisfech con el result de la reclamacion.
0,"estoy intent abrir disput de ped que teng que devolver, per al darl a envi no lo envi",quier sab cuant teng que esper si estoy en españa.
0,estoy intent hac un rat realiz unos pag y teng un mensaj de,"estoy intent respond un mensaje, per el program no acept texto."
0,estoy perd mi tiemp y diner con usted,mi tiemp de proces ha termin y quier extenderlo.
0,"eva, sos una porqueria!!!!",com respond a una valor
0,"eva, sos una porqueria!!!!",quier cancel una compra.
0,fui al corre a retir mi paquet y dic que lo devolv a orig,dic que mi cuent no existe.
0,"gracias,.. he pag un ped por paypal, per el vendedor me dic que aun no se acredita.",el vendedor no tien el product por el que he pagado.
1,habl con atencion al client,me gust habl con un agent de atencion al cliente.
0,hac dias el vendedor ampli la proteccion del ped,acept la solucion del vendedor por error.
0,"hac unos dias tuv problem par realiz mi compra,m solicit que envi unos document par verific mi ident y ya los envie, es por eso que quier sab si ya esta resuelt el problem",cuand teng que verific mi ident al hac un ped
0,"hac unos mes compr unas pulser de ambar, lleg y al mes una se rompio, se abri sola, al parec veni mal de fabric ya que se gir solo, le mand un mensaj al vendedor y me dij que me enviari ambar par yo arregl le dij que si era pos",no quier que mi email se muestr al proveedor.
0,"hac unos mes compr unas pulser de ambar, lleg y tod las fot de una sol cancion, una sol foto, un par de veni mal de fabric y que se gir en solitario, el mensaj un mensaj al vendedor y me dij que me envi ambar par yo arregl",com pued pon tod los product en la cest par ten una sol orden de pag
0,hag lo que me dic per no me da solucion ya que no me carg las fot,com pued acced a/le las valor que los vendedor me han dad
0,hag tod los pas per no me dej dic error,"cuand recib el email con mi ped hag clic en el, per dic que no pued verlo."
0,han ampli el tiemp de proteccion vari vec,pued hac vari list de dese
0,han pas ya vari dias y necesit compr los vest,quier compr vari product del mism vendedor.
0,hast ahor no me ha lleg a mi banc,"mi ped fue cancelado, per me cobr del banco."
0,hay que abrir una disput por cad articul,me gust abrir una disput por el pedido.
0,"he anul el ped y me lo han cobrado, y quier recuper la compr",quier sab por que me han cobr de mas por mi pedido.
0,he cambi la tarjet dond tien que hac la devolucion,"he confirm la recepcion por error, ¿qu pued hac"
0,he cancel un ped per ya me han descont el diner del banc,"pag por un pedido, per fue cancelado. el vendedor no ha devuelt el dinero."
0,he cancel un ped y me lo han cobr,por que me han cobr dos vec un ped
0,he cancel un ped y no he recib el reembols,"ped cancel por el vendedor, y no he recib el dinero."
0,"he compr un movil hac un mes y ha dej de funcionar,s apag solo, no consig encend",he compr vari cos y cad articul tien un vendedor diferente. quier compr tod de un sol vendedor.
0,he compr un product y quis anul y no pued,compr un product y no he recib un email de confirmacion.
0,he compr un product y quis anul y no pued,ped un product y nunc lo recibi.
0,"he compr vari vec divers product desd china, per ahor que quier compr un telefono, me doy cuent que ya no envi a mi pais",ahor me ha lleg un email que dic que mi ped ha sid cancel porqu no pague.
0,"he compr vari vec divers product desd china, per ahor que quier compr un telefono, me doy cuent que ya no envi a mi pais","en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
0,he ido al articul en cuestion y no veo com le deb hac ya que esta cerrada...,ya he pag el ped y aparec com ped sospechoso.
0,he pag per no sal en mis ped,pued usar mis cupon en ped combin
0,he perd el numer de ped,he perd mi contraseña.
0,he perd el numer de ped,no he recib el ped y el numer de seguimient que me dieron esta mal.
0,he recib mi ped per esta incomplet,"he ped productos, per no he recib mi pedido."
0,he solicit una cancelacion,"he usad una mastercard, per no funciona."
0,he trat de hac una compr desd hac una seman per cuand voy a apag me sal que no pued,"hic una compra, per la tiend no existe."
0,"he verific vari vec mis datos,",por que he pag dos vec
1,he vist en mi ped que lo han mand de nuev al remitent,la inform de seguimient sugier que los product han sid devuelt al remitente.
0,he vist en mi ped que lo han mand de nuev al remitent,no pued respond al mensaj que he recib de mi vendedor.
0,he vist en mi ped que lo han mand de nuev al remitent,com pag tod lo que hay en mi cest de una vez
0,hic otras compr en esta tiend y fue muy bien,mi tarjet de credit ha sid rob y algui la ha usad par compr algo en su tienda.
0,hic un ped com invit y no pued acced,com inici sesion com invit
0,hic un ped com invit y no pued acced,hic un ped y el vendedor me pid cancelarlo.
0,hic un ped de vari items y los estan envi por separado. com teng que hac par que se envi tod el ped en un paquet,"si cancel un ped que he hecho, ¿me devuelv tod el diner"
0,hic un ped hac vari dias,no hic un pedido. algui uso mi tarjeta.
0,hic un ped lo pag y ahor me envi ese mensaj,"hic un pedido, per no me dieron ningun numer de seguimiento."
0,hic un ped y no a venido. hac una seman,hic un ped y pague. quier cancelarlo.
0,hic una transferent com les comprueb que ya esta pag,es esta una compañ en la que pued confi
0,"hiz dos ped y uno no llego, conf uno que lleg per el vendedor me dic que ya los recibi los dos","en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
0,"hiz dos ped y uno no llego, conf uno que lleg per el vendedor me dic que ya los recibi los dos","que es ""esper a que el vendedor conf la cuenta"""
0,"hol , el lun hic un ped y no me ha lleg ningun corre de respuesta, por favor avisar. felip",hic un ped y pague. quier cancelarlo.
0,"hol , el vendedor cancel mi pedido, com recuper mi diner","si cancel mi pedido, ¿pued dec cuant tard el reembols"
0,"hol , en mi orden en las busqued me sal muy poc result en cambi en otros sal muchis no se dond esta el problem",com cambi el idiom en mi cuent
0,"hol , en mi orden en las busqued me sal muy poc result en cambi en otros sal muchis no se dond esta el problem",por que el ped no se muestr en mi cuent
0,"hol , necesit sab com pag mi ped",quier sab si mi ped fue exitoso.
0,"hol buen dia, aun no recibi mis ped",quier borr tod mis pedidos.
0,"hol buen noches, com cancel mi ped",com cancel mi membres
0,"hol buen noches, necesit envi el movil par la garanti de reemplazo, me gustari sab a dond lo mand y que teng que inclu de datos...",me he registr y necesit los cupon que mencion la web.
0,"hol buen noches, necesit envi el movil par la garanti de reemplazo, me gustari sab a dond lo mand y que teng que inclu de datos...",me envi un email par hac sab que el diner ha sid reembols
0,hol buen dias han hech una restriccion a mi cuent aleg abus de proteccion del comprador,pued cambi mi cuent de comprador a una cuent de vendedor
0,hol com pued sab con que tarjet pag mi ped,pued pag mi ped con mi tarjet de credit brasileñ
0,hol com pued sab con que tarjet pag mi ped,me gust sab com pued cancel mi pedido.
0,"hol estoy interes en un ped de chin y me pid pag a traves de western union y me dan un nombr y un telefono. desd western union me dic que este es un servici par envi diner entre gent que se conoce, no a un desconocido. ¿es fiabl esta",cuand se me reembols el diner de un ped cancel
0,hol estoy viend el seguimient de un ped y observ que la direccion de envi no es correct,"el codig de seguimient es incorrecto, asi que no pued sab dond esta mi pedido."
0,hol estoy viend el seguimient de un ped y observ que la direccion de envi no es correct,quier hac el seguimient de un pedido.
0,"hol eva, que quier dec que el ped esta pendient de envi","he pag un pedido, per dic que sig pendient de pago."
0,"hol eva, que quier dec que el ped esta pendient de envi","mi ped fue congel despues de la verif del pedido, deb a que el vendedor esta siend investigado."
0,"hol hac unos dias reclam que en mi list de ped no se encontr una compr que realice, me dijeron que lo estudi per no veo result",quier que vari ped se me envi juntos.
0,"hol hac unos dias reclam que en mi list de ped no se encontr una compr que realice, me dijeron que lo estudi per no veo result",me gust que mis product se envi a una nuev direccion.
0,hol la devolucion del import pag no me ha sid reembols en mi cuenta. agradeceri me reintegr el import de mi ped,mi ped fue cerr porqu la cuent del vendedor ha sid inhabilitada.
0,hol los he molest en much vec par pag y no pued hac,quier habl a otros vendedor sobr los product que he comprado. ¿com pued hac
0,"hol me acab de mand este mensaje:hola, por favor, tramit nuev la disput par pod realiz el reembols de tu pedido, ya que hem recib la devolu por tu parte. a la esper de tus notici aprovech la ocasion par enviart un saludo.","por favor, cambi la direccion de entrega, me he equivocado."
1,"hol me dic que esta caduc par abrir disputa, y no lleg a chil quier mi reembols",no he recib mi ped y quier que me devuelv mi dinero.
0,hol me gust sab com calific a vendedor,me gust sab las valor de un vendedor.
1,hol mi ped aun no a lleg y ya deb de estar hab lleg,mis product no han llegado.
0,hol necesit a un asesor,necesit algo par ped un reembols
0,hol necesit cambi la direccion de envi,necesit la direccion del vendedor par la oficin de correos.
0,hol proces de fond llev mas de dias,que signif tiemp de proces restant
0,hol que pued hac si me cancel mi ped y ya esta pag !!!,por que mi pag esta siend verific otra vez si ya ha sid confirm
1,"hol quier cambi una tarjet de credit que he dad de baj y dar de alta una nueva, graci",quier cambi los dat de la tarjeta.
1,hol quies sab si mi paquet esta en viaj,quier sab si mi ped fue enviado.
0,hol quis sab sobr mi ped,com hag par obten inform sobr mi ped
0,"hol soy jos valdes, me podr ayud con el product que no llego.",no pued hac el seguimient de mis product con el codig que me dio el vendedor.
0,"hol soy jos valdes, me podr ayud con el product que no llego.",recib el product y me devolv el dinero.
0,hol teng apelacion. per cambi mi form de pag por merc libr y transferent bancari . tendr algun problem par confirm mi pag,com envi mi pag a traves de transferent bancari
0,"hol teng dos ped con error en la entreg ala aerolinea, desd hac vari dias. ¿qu pas con ellos",hub un error al pag con visa. ¿qu pas con el sistem
0,hol teng un problem con mi pag,teng un problem con el exit de mi pago.
0,"hol teng vari ped que ya pas de la fech de entreg y los vendedor sol sig dic que espere, hay ped que tien demasi tiemp vencidos, quier un reembolso.","si hag vari pedidos, ¿cuant vec teng que pag por el envi"
0,"hol teng vari ped que ya pas de la fech de entreg y los vendedor sol sig dic que espere, hay ped que tien demasi tiemp vencidos, quier un reembolso.","pag tod mis pedidos, per los vendedor dic que no he pagado."
0,hola! teng problem con tres vendedor,teng problem con los adjuntos.
0,hola! teng problem con tres vendedor,teng problem par correg mi direccion de envio.
0,"hola, ¿com pued recib la factur de cad ped",pued hac un ped com invit
0,"hola, a dia de hoy no he recib ningun notici de l ped",no he recib reembols del numer de pedido.
0,"hola, al trat de realiz un pag me marc error",sol quier realiz el ped de un product instantaneamente.
0,"hola, al trat de realiz un pag me marc error",hay un fall al hac el ped y no hay mensaj de error.
0,"hola, al trat de realiz un pag me marc error",recib un mensaj de error: contraseñ incorrecta.
0,"hola, es que teng vari ped a punt de venc el tiemp de proteccion",cuant teng que esper despues de que salg el paquet
0,"hola, hac mas de un mes que les envi el telefon estrop y todavi no he recib nada. les envi la fot del resguard de corre com le habi envi","les he envi una copi de mi tarjet de credito, mi estracto, mi identidad. ¿qu va a pas"
0,"hola, intent dej una valoracion de los ped y al principi marc las cinc estrell de que estoy muy content y al dar a dej valoracion , me sal otras estrell y letr amonton y me es impos dej valoracion porqu no pued por much qu",no estoy satisfech con el servici que he recibido. ¿com pued dej una valoracion
0,"hola, la proteccion esta a punt de termin y no he recibi mis productos, no pued abrir disput",pued abrir una disput despues de confirm que he recib un ped
0,"hola, la proteccion esta a punt de termin y no he recibi mis productos, no pued abrir disput",com pued pag tod mis product en la cest de la compr en un sol pag
0,"hola, la tarjet que estoy usand dej de serv en poc dias. quier sab si pued ped el reembols a otro numer de tarjeta, en cas que teng un reembolso. gracias.","estoy esper que hag el reembols en mi tarjeta, ¿cuant tard"
0,"hola, me gust obten factur de mi ped",me gust hac el seguimient de mi pedido.
0,"hola, me gust sab cual es su mejor sensor de humo? cual me aconsej compr par pequeñ departament par uso hoteler por favor","me gust envi un email, ¿cual es su direccion"
0,"hola, no he recib una carter que compr y no encuentr el numer de envi",no estoy satisfech con el servici que he recibido. ¿com pued dej una valoracion
0,"hola, no me grab las valoraciones, entro a valor calif al product , per no me grab la valoracion",com pued acced a/le las valor que los vendedor me han dad
1,"hola, no pued acced a mi cuent",ya no pued acced a mi cuenta.
0,"hola, no pued acced a mi cuent",com pued desactiv mi cuent
0,"hola, porqu me sal lo sent no pued particip en esta promocion.","lo sentimos, en estos moment no hay nad dispon par pedir."
0,"hola, porqu me sal lo sent no pued particip en esta promocion.","lo sentimos, su busqued no coincid con ningun producto."
0,"hola, pued pag con tarjet vis en cuot desd chil",cuand pued pag mi ped con tarjet vis de debit
0,"hola, que signif proces de datos?... he recib mi ped per no pued borr el ped de mi mis ped","en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
0,"hola, que signif proces de datos?... he recib mi ped per no pued borr el ped de mi mis ped","mi ped fue cancelado, per he recib cos de esta pagina."
0,"hola, quer sab cual es el import total (la suma) de tod los ped que he hech",no pued encontr los ped que he hecho.
0,"hola, quier acord el envi de un ped de una sol tiend",quier hac el seguimient de un pedido.
0,"hola, quier cancel una apel y pag con otro medi de pag",me gust pag la mit con una tarjet de credit y la otra mit con otra tarjet de credito.
0,"hola, quis sab com cambi mi corre",com pued cambi mi pais
1,"hola, segu esos pas per la pagin me tir ""error"" cuand pago.",me da un error cuand intent comprar.
0,"hola, segu esos pas per la pagin me tir ""error"" cuand pago.","me han cobrado, per el ped sig pendient de pago."
1,"hola, segu esos pas per la pagin me tir ""error"" cuand pago.",recib un mensaj de error cuand hag mi pag con tarjet de credito.
0,"hola, teng un problem con ped realiz y que no figur en mi list de ped por lo que no pued hac el seguimient",teng un problem con el seguimient de mi pedido.
0,"hola, teng un problem con ped realiz y que no figur en mi list de ped por lo que no pued hac el seguimient",teng un problem con mi pedido. el vendedor es un mentir y un estafador.
0,hola. ¿cuant tiemp tard en devolv un ped anulado? graci,en cuant tiemp ser recib el pag por transferent bancari
0,hola. he hech un ped y no se lo que pas con el. tambien poc he recib una notif de compr,pued abrir una disput despues de confirm que he recib un ped
0,hola. llev mas de dos mes intent que me repar o cambi el producto. no lo consigo. cre que me estan tom el pelo.,pued hac que el product lleg mas rap
0,hola. me ha lleg un ped delic rot (un difusor de cristal),el ped aun no ha llegado.
0,hola. no se pued pagar. coloc los dat de la tarjet y aparec q no cuent con sald o que los dat son incorrect,quier pregunt si tod los vendedor son de chin o hay otros vendedores.
0,hola. quier cambi unos numer por otros que hag,por que sig pid que inici sesion cuand hag el pag
0,hola. yo solicit la cancelacion del ped y el vendedor lo cancelo. per a los dias se me ha efectu el cobr,"se me ha cobr el pago, per no esta reflej en el pedido."
0,hola. yo solicit la cancelacion del ped y el vendedor lo cancelo. per a los dias se me ha efectu el cobr,el vendedor se ha esfum y no pued encontrarlo.
0,hola..quier cambi mis dat por los dat de una empres,com pued cambi los termin de la disput
0,hoy e ido al banc y no me han hech el ingres,por que me cobr dos vec en mi cuent del banc por el ped
1,hoy revis el estatus de los pag aparec com que no se ha pagado... per el carg a mi tarjet de credit ya fue hecho.,"hic el pago, per aparec com no pagado."
0,"ido mi producto, me inform de corre de chil lo siguient",oficin de corre diplomat
0,intent busc en mi cuent el numer de ped per ya no lo veo.,com sac algo de mi pedido? ya no lo quiero.
1,"jod macho, quier habl con un ser human","quier habl con una persona, no con un robot."
0,la direccion de envi es errone,no teng direccion par la devolucion.
0,la local de mis ped no es la correct,pued cambi la tall de mis articul ped
0,la mercanc recib no es la acordada.,el vendedor envi la mercanc a otro pais.
0,la mercanc recib no es la acordada.,me pregunt si tard much en lleg la mercancia.
0,la pagin no me activ los recl,me he registr y necesit los cupon que mencion la web.
0,la pagin no me dej rastr el ped,no me dej escrib en la caj de text del mensaje.
0,la proteccion a la compr ya finaliz,com compr los product en la cest de la compr
0,"la seman pasada, pus una reclamacion y teng que devolv el ped",teng una disput y la compañ no ha hech nad par resolv el problema.
0,le he escrit much vec y jamas me ha respond el mensaj,por que el pag ha sid hech dos vec en mi tarjet de credit
0,le envi mensaj al vendedor y no me resuelv nad par que me devuelv el diner,"me hic el reembolso, per recib el pedido. ¿com devuelv el diner al vendedor"
1,le envi mensaj al vendedor y no respond,el vendedor no respond mis mensajes.
1,le realic seguimient y esta entreg per no a mi direcciòn,"en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
1,"llav al corre de chil y los product fueron devuelt al vendedor, los product los pedi que lleg a mi cas y nunc paso, sol fueron envi a la sucursal de corre per no lleg a mi casa. ahor quier la devolucion del diner",los paquet fueron devuelt a china.
0,"llav al corre de chil y los product fueron devuelt al vendedor, los product los pedi que lleg a mi cas y nunc paso, sol fueron envi a la sucursal de corre per no lleg a mi casa. ahor quier la devolucion del diner",pag los product y no estan en la list del pedido.
0,llev dias trat de que me respond o bien sea por el ped o la plat y ningun de las dos,la marc o el tip de su tarjet no se admiten.
0,llev esper desd marz,estoy esper el reembols de un producto.
0,llev seman sin pod pag por error en el pag,pued cancel un ped sin pag
0,lo cancel cuand estab verific el pag,"por que dic ""tu sesion anterior ha expirado"" cuand hag el pag"
0,lo he hech en repet ocasion,"quier compr un vest hech a medida, ¿com lo hag"
1,lo he recib bien per el product no funcion,"he recib el pedido, per los articul no funcionan."
0,"lo he recib hoy, y estoy muy satisfech quis cambi mi valoracion per no se com deb hac","ya he pag mi pedido, per aparec com que aun no he pagado, ¿qu hac"
0,lo que pas es que ya cancel un ped porqu el vendedor a tard en proces mi ped y quis sab cuant tiemp se tard en recib el rembols del pag,cuant tard el proveedor en proces mi ped
0,lo que pas es ya hic un reclam,por que mi pag es menor de lo que yo pag
0,lo que recib de part del vendedor es ningun respuest y de part de la empres dhl es que el numer de ped no exist o a cambi el numer de ped por favor ayudam,por que estoy esper la respuest de la otra part
0,lo teng en mi list de ped y no me da la opcion de borr,teng que cog mi compr en la oficin de corre
1,los product que ped ya lleg al pais de destin hac una seman quis sab cuand lleg a mi domicili,me gust sab cuand lleg mi pedido.
0,per la disput acept o rechaz,adjunt par abrir disputa.
0,"me acab de aprob una apelacion, y me marc error a la hor de pag",no pued registr y no hay mensaj de error.
0,me aparec en mi cel que esta por lleg,por que el sistem me dic que no pued particip en esta promocion
0,me aparec error al pag,quier pag al vendedor.
1,me aparec error al pag,me da un error cuand intent comprar.
0,me cobr de mas en servici de envi ..pag por ups y me lo envi por ems que es mas barat,por que cobr antes de la entreg
1,me devuelv el diner al cancel el ped,"si cancel un ped que he hecho, ¿me devuelv tod el diner"
1,me dic que el sistem esta ocup,el sistem no esta disponible.
0,me dic que me mand un mail y nunc me escrib,me gust borr un pedido.
0,me dic que recibi el product per en realid no me a lleg nad,"el vendedor no tien los zapat que pedi, per no me contesta."
0,me dic que recibi el product per en realid no me a lleg nad,ahor me ha lleg un email que dic que mi ped ha sid cancel porqu no pague.
0,me dic que recibi el product per en realid no me a lleg nad,el vendedor promet que si cancel la disput me har el reembolso. ¿pued confi en el
0,me encuentr en apelacion cuant tiemp demor,en cuant tiemp pued recib el reembols
0,me entiend que por error human conf que mi ped lleg per no ha lleg,acab de recib un email dic que mi ped ha sid cerr por no pagar. per he pagado.
0,me envi paquet vaci,es posibl combin mis paquet en uno
0,me envi paquet vaci,com pued hac el seguimient de mis paquet envi por corre
1,me envi un corre dic que el pag se ha realiz con exit per unas seman despues me mand otro dic que se ha cancel el envi porqu el pag no se ha hecho.,"he hech un ped con ustedes, per mi ped ha sid cancel por fall en el pago."
0,me envi in mensaj que dice:,me envi la tall equivocada.
0,me envi in mensaj que dice:,"me he dad cuent de que mi ped dic pendient de aceptacion, ¿qu quier dec"
0,me estaf su vendedor y no me dan solucion,el vendedor dij que no hab stock y me pid cancelarlo.
0,me estan pid la factur de compr,la cantid de la factur no es la mism que la de los pedidos.
1,me gustari habl con algui,que algui me ayud a resolv mi disputa.
1,me gustari habl con algui,necesit habl con los represent de ventas.
0,me gust habl con algui en español,mi pagin esta en español.
0,me gust hac una consult sobr cuand abrir una disput,me gust deten una disput escalada.
0,me ha cerr el vendedor la disput,mi ped fue cerr porqu la cuent del vendedor ha sid inhabilitada.
0,me ha cerr el vendedor la disput,el vendedor me envi la tall equivocada.
0,me ha llam el repartidor de dhl,el vendedor me ha embaucado.
0,me han comunic el cierr de una disputa. per sol aparec cerr dos articul y el rest no,"el ped esta cancelado, per no me han reembols el dinero."
0,me han comunic el cierr de una disputa. per sol aparec cerr dos articul y el rest no,"abri una disputa, per el vendedor la rechaz y se qued con mi dinero."
0,me han mand un mensaj que me han entreg un paquet,me han embaucado. ¿qu pued hac
0,me he confund y no me dej hac,me pregunt si pued regat mis compr y com hacerlo.
0,me he confund y no me dej hac,estoy intent pag con una tarjet vis y no me dej pagar.
0,me he confund y no me dej hac,"no me dej hac clic en ""abr disputa""."
0,me he confund y no me dej hac,su email no me dej darm de baja.
0,me he puest en contact esta tard con vosotr per cre que por error os he dad un numer de ped errone,"he hech un ped con ustedes, per mi ped ha sid cancel por fall en el pago."
0,me he puest en contact y ellos me dic que habl con vosotr,me he cas y mi apell ha cambiado.
0,me podri ayud con la apelacion que present teng un inconvenient,teng un problem con el pago.
0,me podr dec por favor que pued hac par sab dond esta mi ped,que pued hac si mi paquet esta reten por aduan
0,me pued atend una person,por que me han cobr un ped de otra person
1,me pued atend una person,"quier habl con una persona, no con un robot."
1,me pued ayud con unos envi q no he recib,no he recib la mercancia.
1,me pued ayud con unos envi q no he recib,no he recib mi pedido.
0,me pued inform com pued gan diner trabaj desd cas,com pued hac que me devuelv el diner
0,me pued comunic con otra person,mi mercanc ha sid envi a otra persona.
0,me pued dar algun respuest clar de porqu no han lleg mis cos,me pued dar un numer de telefon
